ID,Age,Overall,Potential,Value,Wage,height,weight,crossing,finishing,heading_accuracy,short_passing,volleys,acceleration,sprint_speed,agility,reactions,balance,dribbling,curve,fk_accuracy,long_passing,ball_control,shot_power,jumping,stamina,strength,long_shots,aggression,interception,positioning,vision,penalties,composure,defensive_awareness,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,preferred_foot,weak_foot,skill_move,international_reputation,work_rate,Position_Category,body_type_clean
238511,22,64,74,1200000.0,2000.0,187.0,83.0,50,28,68,63,37.0,54,52,63,58.0,49.0,35,28,28,52,61.0,42,68,62,70,27.0,65,61,31.0,28.0,42.0,57.0,64,64,62.0,10,6,11,12,5,1,2.0,2.0,1.0,8,2,0
238519,25,68,71,1500000.0,13000.0,180.0,77.0,61,49,66,58,56.0,88,91,78,60.0,54.0,64,58,53,49,60.0,60,90,88,73,57.0,76,58,61.0,50.0,52.0,54.0,54,62,67.0,9,6,7,7,13,0,2.0,2.0,1.0,7,2,0
238569,28,70,70,1600000.0,15000.0,183.0,80.0,69,63,49,65,53.0,82,77,73,66.0,74.0,70,56,41,59,69.0,69,78,69,73,56.0,43,50,67.0,65.0,65.0,58.0,52,56,49.0,7,6,6,9,13,1,3.0,3.0,1.0,8,0,1
238599,30,62,62,375000.0,1000.0,172.0,69.0,58,58,52,58,47.0,74,80,88,66.0,85.0,61,32,48,44,60.0,68,71,83,59,58.0,76,22,56.0,57.0,47.0,55.0,41,45,44.0,13,9,11,14,12,1,3.0,3.0,1.0,8,1,1
238637,24,71,75,2700000.0,11000.0,175.0,75.0,59,59,46,73,42.0,77,61,79,72.0,85.0,72,45,56,70,72.0,68,67,81,68,62.0,75,64,70.0,71.0,49.0,73.0,67,70,63.0,12,7,14,14,12,1,3.0,3.0,1.0,8,0,1
238657,36,66,66,300000.0,2000.0,187.0,82.0,64,63,62,59,55.0,69,74,74,69.0,69.0,59,49,63,52,63.0,81,84,79,79,61.0,78,58,65.0,60.0,64.0,73.0,50,51,55.0,10,12,10,8,15,0,5.0,2.0,1.0,0,1,1
238662,23,69,76,2700000.0,11000.0,180.0,81.0,63,61,57,64,44.0,79,79,79,61.0,72.0,70,66,55,55,64.0,75,70,78,76,65.0,79,62,66.0,55.0,52.0,58.0,63,63,65.0,13,11,11,10,8,0,2.0,2.0,1.0,8,2,1
238684,26,65,67,800000.0,2000.0,188.0,79.0,61,41,65,62,44.0,64,66,58,61.0,59.0,57,44,36,58,62.0,54,57,86,74,44.0,70,61,53.0,55.0,52.0,55.0,65,66,64.0,7,9,10,9,10,1,4.0,2.0,1.0,0,0,0
238736,23,65,74,1600000.0,4000.0,187.0,82.0,50,62,70,58,61.0,64,66,67,65.0,67.0,61,64,38,44,64.0,76,76,54,70,58.0,49,21,63.0,49.0,58.0,56.0,13,23,29.0,6,12,7,6,6,1,3.0,3.0,1.0,2,1,1
238755,22,65,73,1600000.0,10000.0,188.0,72.0,55,61,48,60,46.0,79,87,79,60.0,72.0,71,54,45,45,67.0,59,45,52,45,54.0,52,30,59.0,55.0,52.0,62.0,30,33,30.0,7,9,6,12,9,1,3.0,3.0,1.0,1,1,0
238802,29,64,64,575000.0,2000.0,178.0,74.0,60,62,47,63,58.0,81,70,80,62.0,81.0,64,59,64,52,66.0,75,67,74,63,63.0,62,36,63.0,61.0,69.0,63.0,31,32,31.0,11,15,12,5,9,1,3.0,3.0,1.0,8,0,1
238839,27,65,66,825000.0,3000.0,184.0,78.0,63,50,40,66,52.0,69,67,71,65.0,70.0,64,65,63,68,67.0,72,62,74,64,66.0,65,59,61.0,65.0,40.0,65.0,53,60,51.0,13,12,15,13,12,1,3.0,3.0,1.0,8,0,1
238846,24,63,66,650000.0,3000.0,180.0,75.0,60,59,45,58,49.0,77,79,75,58.0,78.0,63,61,55,56,61.0,63,58,74,61,62.0,60,51,54.0,55.0,58.0,49.0,53,57,58.0,13,7,6,9,15,0,4.0,3.0,1.0,0,0,1
238904,22,62,70,900000.0,2000.0,177.0,69.0,48,63,35,62,48.0,72,68,64,59.0,74.0,63,57,62,55,63.0,64,74,53,47,58.0,43,24,61.0,59.0,47.0,55.0,43,28,40.0,12,8,14,8,9,1,3.0,3.0,1.0,2,0,0
238919,25,66,70,925000.0,2000.0,191.0,79.0,14,6,13,29,5.0,38,32,27,64.0,33.0,9,13,10,25,12.0,41,62,34,60,9.0,23,12,4.0,30.0,10.0,39.0,8,12,14.0,66,63,54,66,66,0,1.0,1.0,1.0,8,3,1
238987,25,71,77,2600000.0,4000.0,191.0,78.0,42,31,68,54,41.0,66,72,53,71.0,56.0,38,33,25,47,56.0,67,70,74,82,41.0,72,70,28.0,30.0,36.0,52.0,73,72,70.0,6,8,6,14,10,1,3.0,2.0,1.0,8,2,0
239003,22,65,72,1500000.0,3000.0,179.0,70.0,60,63,49,63,57.0,83,85,70,57.0,80.0,65,55,50,54,65.0,66,52,62,56,58.0,36,38,60.0,57.0,60.0,58.0,35,40,42.0,12,15,6,6,7,1,3.0,3.0,1.0,8,0,0
239023,23,67,73,1600000.0,6000.0,172.0,66.0,60,62,54,68,41.0,72,67,81,65.0,84.0,65,55,56,67,66.0,60,79,86,68,64.0,64,62,63.0,66.0,61.0,62.0,61,64,59.0,10,7,9,11,13,1,3.0,3.0,1.0,2,0,1
239049,25,69,73,1800000.0,14000.0,170.0,70.0,50,33,55,70,33.0,74,70,73,65.0,85.0,63,34,52,68,64.0,54,77,84,71,49.0,68,71,51.0,57.0,38.0,51.0,66,68,66.0,12,8,5,6,13,1,3.0,2.0,1.0,6,0,1
239073,28,70,70,1600000.0,15000.0,174.0,72.0,65,57,36,67,57.0,89,79,90,68.0,90.0,75,56,35,50,72.0,62,51,64,53,48.0,35,23,65.0,63.0,49.0,54.0,27,25,20.0,10,8,7,13,5,1,3.0,3.0,1.0,8,1,1
239076,23,66,76,1600000.0,2000.0,190.0,75.0,11,7,12,23,7.0,18,29,26,51.0,44.0,10,12,11,19,16.0,44,63,20,38,6.0,26,13,4.0,27.0,19.0,23.0,9,13,12.0,73,57,59,65,75,1,3.0,1.0,1.0,8,3,1
239120,21,70,82,3400000.0,500.0,196.0,91.0,13,9,13,37,9.0,26,30,32,65.0,26.0,10,14,13,24,12.0,52,53,45,51,8.0,22,22,10.0,42.0,11.0,48.0,11,13,11.0,70,68,69,69,71,1,2.0,1.0,1.0,8,3,0
239145,24,62,69,800000.0,3000.0,185.0,78.0,49,38,60,66,44.0,58,61,65,61.0,56.0,60,52,47,63,64.0,66,66,71,65,50.0,59,62,61.0,58.0,51.0,59.0,57,64,59.0,15,11,14,12,6,1,3.0,2.0,1.0,8,0,0
239170,30,67,67,975000.0,6000.0,177.0,76.0,62,67,54,68,63.0,66,60,73,63.0,78.0,68,66,64,67,69.0,67,65,86,60,65.0,72,64,68.0,68.0,66.0,68.0,63,58,61.0,13,15,12,6,12,1,3.0,3.0,1.0,0,0,1
239221,23,62,67,550000.0,3000.0,185.0,78.0,30,25,59,50,28.0,89,89,60,55.0,47.0,43,21,22,44,52.0,38,76,64,80,19.0,55,58,28.0,29.0,33.0,51.0,58,64,62.0,5,8,8,8,12,1,2.0,2.0,1.0,5,2,2
239267,23,68,75,2400000.0,4000.0,175.0,80.0,51,65,55,64,64.0,87,89,83,53.0,78.0,73,45,30,51,69.0,63,79,69,72,52.0,37,21,64.0,63.0,60.0,62.0,29,18,20.0,14,8,8,8,10,0,3.0,3.0,1.0,2,0,2
239272,28,69,72,1300000.0,18000.0,195.0,91.0,14,10,14,31,8.0,48,45,45,65.0,29.0,12,14,15,29,20.0,53,62,39,70,9.0,36,13,12.0,58.0,20.0,60.0,17,12,13.0,68,69,70,65,70,0,2.0,1.0,1.0,8,3,0
239340,24,70,75,2200000.0,9000.0,195.0,85.0,33,21,75,55,36.0,33,34,34,66.0,33.0,47,31,30,48,52.0,40,73,54,90,23.0,79,70,23.0,35.0,38.0,64.0,69,70,67.0,9,13,7,8,7,0,2.0,2.0,1.0,8,2,1
239356,24,74,78,5500000.0,16000.0,173.0,72.0,46,38,58,69,42.0,61,51,74,73.0,78.0,66,54,41,67,68.0,60,85,82,76,54.0,84,78,55.0,52.0,50.0,69.0,72,76,72.0,6,9,13,11,12,1,3.0,2.0,1.0,3,0,1
239361,24,74,77,6000000.0,9000.0,183.0,76.0,61,76,83,78,67.0,66,61,58,79.0,68.0,68,55,52,75,74.0,76,85,94,83,71.0,91,68,82.0,76.0,66.0,76.0,72,73,71.0,14,8,7,14,11,1,3.0,3.0,1.0,6,0,1
239373,23,73,76,4200000.0,11000.0,185.0,84.0,60,74,72,74,66.0,69,73,66,72.0,69.0,70,75,75,70,75.0,78,77,82,77,75.0,77,46,75.0,71.0,68.0,71.0,58,59,50.0,13,7,7,8,9,1,4.0,3.0,1.0,2,0,1
239378,24,68,75,2400000.0,9000.0,180.0,83.0,40,70,68,63,67.0,54,66,50,64.0,71.0,66,60,63,44,68.0,72,65,73,84,66.0,62,20,68.0,58.0,69.0,63.0,36,19,15.0,13,8,12,8,10,1,3.0,3.0,1.0,7,1,2
239416,35,66,66,350000.0,1000.0,171.0,67.0,66,62,54,67,63.0,69,70,70,65.0,90.0,67,72,44,63,68.0,69,54,53,51,65.0,32,23,64.0,65.0,59.0,57.0,31,20,23.0,5,11,8,6,13,1,2.0,3.0,1.0,2,1,1
239458,25,67,70,1300000.0,2000.0,186.0,74.0,54,63,56,66,51.0,75,69,71,68.0,62.0,68,70,61,63,70.0,71,64,71,65,63.0,72,35,66.0,66.0,41.0,65.0,42,46,39.0,10,5,8,6,9,1,4.0,3.0,1.0,2,0,1
236830,22,72,78,3700000.0,7000.0,182.0,81.0,62,53,47,75,55.0,64,64,73,67.0,73.0,78,66,65,73,77.0,72,67,76,72,53.0,72,69,68.0,71.0,55.0,70.0,64,68,61.0,13,9,10,12,11,0,3.0,3.0,1.0,8,0,1
236837,22,62,67,625000.0,5000.0,182.0,73.0,55,61,50,59,41.0,69,68,67,59.0,64.0,70,53,45,57,69.0,63,38,34,69,64.0,35,24,63.0,65.0,62.0,69.0,35,25,23.0,13,12,11,6,14,1,3.0,3.0,1.0,8,1,0
236838,23,74,80,6500000.0,35000.0,177.0,74.0,74,69,51,79,72.0,70,68,75,69.0,75.0,75,78,63,74,79.0,68,53,78,65,60.0,68,68,75.0,73.0,67.0,73.0,70,69,66.0,6,15,6,5,6,0,3.0,3.0,1.0,6,0,0
236842,22,66,76,1900000.0,2000.0,170.0,71.0,60,65,65,69,59.0,84,84,80,68.0,80.0,72,52,62,65,73.0,68,68,81,63,66.0,55,45,65.0,57.0,68.0,49.0,48,58,44.0,12,13,12,11,8,1,3.0,2.0,1.0,2,0,1
236859,30,67,67,850000.0,6000.0,174.0,80.0,59,29,62,69,31.0,62,54,60,62.0,69.0,47,34,35,71,57.0,49,76,89,75,31.0,73,65,33.0,54.0,36.0,60.0,59,64,60.0,15,14,13,11,10,1,3.0,2.0,1.0,8,0,1
236875,22,65,74,1500000.0,3000.0,188.0,80.0,65,43,54,64,33.0,70,70,66,61.0,55.0,64,54,30,55,67.0,48,55,67,78,43.0,63,62,61.0,50.0,35.0,64.0,62,63,59.0,11,9,8,6,11,0,3.0,3.0,1.0,2,2,1
236883,24,68,73,1800000.0,6000.0,180.0,69.0,63,63,54,67,60.0,79,79,82,67.0,83.0,69,63,58,65,70.0,68,63,83,67,63.0,73,64,66.0,68.0,50.0,70.0,63,64,58.0,14,14,6,13,12,1,4.0,3.0,1.0,0,0,0
236914,24,66,75,1800000.0,2000.0,182.0,78.0,45,35,66,67,23.0,50,41,51,60.0,53.0,29,35,48,59,64.0,48,70,52,71,64.0,62,63,13.0,28.0,42.0,55.0,65,70,65.0,7,12,5,8,5,1,3.0,2.0,1.0,8,2,1
236940,25,66,71,1300000.0,8000.0,185.0,75.0,45,68,72,70,59.0,52,48,53,65.0,56.0,66,40,51,45,68.0,67,65,37,63,64.0,35,14,68.0,57.0,74.0,54.0,19,22,23.0,12,10,6,15,11,1,3.0,3.0,1.0,8,1,0
236941,23,61,67,525000.0,2000.0,181.0,75.0,59,57,34,56,47.0,74,80,71,55.0,77.0,62,51,52,49,61.0,63,32,66,50,58.0,50,24,57.0,58.0,49.0,54.0,26,32,34.0,13,14,13,7,9,0,3.0,3.0,1.0,7,1,0
236944,25,68,69,1400000.0,10000.0,175.0,60.0,63,64,59,66,68.0,88,87,89,63.0,88.0,74,61,43,56,68.0,66,51,62,34,61.0,34,20,68.0,60.0,67.0,60.0,20,21,22.0,9,12,7,12,7,0,2.0,3.0,1.0,1,0,0
237012,24,63,69,700000.0,2000.0,191.0,81.0,32,39,66,49,35.0,51,55,42,52.0,45.0,35,28,34,31,52.0,41,66,54,70,37.0,57,62,28.0,31.0,41.0,50.0,68,65,68.0,7,7,7,6,6,0,2.0,2.0,1.0,5,2,1
237031,33,75,75,3600000.0,1000.0,171.0,76.0,58,84,78,62,72.0,65,69,68,66.0,74.0,55,38,63,40,66.0,80,84,78,83,70.0,38,22,86.0,56.0,80.0,67.0,33,11,17.0,6,12,8,12,6,1,4.0,2.0,1.0,2,1,1
237036,20,59,72,550000.0,1000.0,180.0,70.0,53,49,51,58,49.0,77,78,77,55.0,75.0,58,43,38,57,59.0,53,54,64,57,51.0,36,30,51.0,55.0,45.0,58.0,35,48,49.0,9,13,11,14,10,1,3.0,2.0,1.0,8,1,0
237039,24,69,74,2100000.0,4000.0,180.0,76.0,57,69,61,64,61.0,83,84,78,65.0,60.0,71,63,49,50,72.0,67,58,74,64,67.0,65,28,68.0,59.0,62.0,63.0,32,26,23.0,12,14,13,7,11,1,3.0,3.0,1.0,8,0,1
237139,22,62,72,900000.0,5000.0,182.0,68.0,48,39,45,69,34.0,63,65,57,59.0,51.0,62,56,55,67,65.0,44,59,61,58,36.0,59,60,56.0,64.0,52.0,65.0,60,61,55.0,13,7,9,14,8,1,3.0,3.0,1.0,8,0,0
237160,23,63,68,650000.0,3000.0,188.0,80.0,32,29,60,55,37.0,79,81,59,58.0,43.0,51,35,36,52,50.0,43,64,72,83,35.0,66,61,29.0,43.0,43.0,51.0,61,63,62.0,7,5,6,6,9,1,3.0,2.0,1.0,6,2,1
237185,23,63,68,725000.0,500.0,178.0,74.0,58,60,45,63,48.0,74,73,79,61.0,83.0,61,62,68,61,63.0,64,65,82,50,66.0,61,56,60.0,62.0,57.0,56.0,55,57,52.0,12,12,13,10,6,0,3.0,3.0,1.0,2,0,0
237211,25,68,71,1500000.0,4000.0,180.0,77.0,66,46,63,70,53.0,76,76,79,62.0,78.0,67,67,50,65,67.0,66,76,65,64,46.0,65,65,58.0,68.0,41.0,71.0,66,65,63.0,12,12,13,8,12,0,3.0,3.0,1.0,2,2,1
237233,25,58,59,220000.0,500.0,184.0,78.0,52,54,56,59,53.0,47,40,50,55.0,54.0,55,56,52,56,55.0,59,58,68,66,56.0,61,57,53.0,52.0,54.0,54.0,58,55,51.0,6,10,7,7,9,1,2.0,2.0,1.0,6,0,1
237256,25,71,75,2600000.0,6000.0,183.0,79.0,53,71,72,68,64.0,76,78,77,68.0,70.0,64,60,47,63,67.0,71,80,81,83,58.0,67,32,75.0,66.0,58.0,64.0,24,32,28.0,7,7,12,6,14,0,3.0,2.0,1.0,0,1,1
237257,25,70,74,2000000.0,5000.0,178.0,74.0,58,56,63,72,66.0,64,54,67,70.0,68.0,66,63,60,73,68.0,71,59,83,68,61.0,69,67,60.0,68.0,56.0,72.0,66,63,63.0,11,13,14,8,11,1,2.0,3.0,1.0,6,0,1
237291,30,72,72,2300000.0,9000.0,190.0,88.0,39,69,83,69,62.0,67,62,63,66.0,51.0,66,36,48,50,68.0,76,76,74,90,67.0,61,30,74.0,60.0,67.0,75.0,37,27,20.0,8,11,14,13,10,1,4.0,3.0,1.0,8,1,1
237324,20,67,79,1300000.0,1000.0,178.0,67.0,63,65,59,67,64.0,73,75,73,68.0,73.0,67,67,67,64,68.0,66,73,73,56,62.0,50,56,67.0,66.0,62.0,61.0,56,54,55.0,11,7,11,14,10,0,3.0,3.0,1.0,2,0,0
237382,23,67,74,2000000.0,2000.0,186.0,74.0,59,49,49,72,47.0,56,55,66,70.0,67.0,67,62,57,71,70.0,70,51,61,53,47.0,49,62,64.0,70.0,64.0,63.0,58,63,61.0,12,13,6,7,7,1,2.0,2.0,1.0,8,0,0
237393,23,66,74,1900000.0,3000.0,172.0,66.0,62,64,41,68,54.0,72,65,76,56.0,80.0,69,66,51,64,74.0,63,52,64,54,52.0,52,27,59.0,66.0,56.0,58.0,24,35,40.0,11,13,12,7,8,1,4.0,3.0,1.0,8,0,1
237394,20,59,69,500000.0,1000.0,172.0,69.0,54,44,40,61,51.0,69,69,70,50.0,63.0,62,56,49,54,62.0,56,55,50,45,44.0,43,29,48.0,56.0,42.0,58.0,38,39,39.0,10,12,15,13,13,1,3.0,3.0,1.0,2,0,0
237415,22,66,72,1300000.0,3000.0,179.0,75.0,60,38,54,59,28.0,73,75,69,63.0,67.0,64,42,31,51,63.0,39,71,71,66,36.0,54,63,55.0,50.0,35.0,53.0,62,67,63.0,6,9,5,12,5,1,3.0,2.0,1.0,6,2,0
237419,29,72,73,1800000.0,6000.0,187.0,86.0,12,10,13,24,12.0,30,25,53,70.0,36.0,10,13,14,47,15.0,50,55,21,60,11.0,26,14,10.0,50.0,11.0,34.0,13,14,14.0,71,69,66,72,73,1,2.0,1.0,1.0,8,3,1
237420,22,64,71,1100000.0,3000.0,180.0,82.0,50,38,59,62,47.0,51,57,60,59.0,68.0,58,45,43,61,61.0,61,62,69,73,46.0,72,64,51.0,56.0,54.0,58.0,63,63,62.0,10,11,9,11,13,1,3.0,2.0,1.0,8,0,1
237440,23,72,78,3400000.0,13000.0,183.0,78.0,58,31,70,73,28.0,68,73,65,69.0,67.0,55,38,27,68,67.0,45,76,64,73,26.0,69,73,36.0,51.0,33.0,69.0,69,75,71.0,10,11,7,8,8,0,2.0,2.0,1.0,8,2,1
237517,20,58,70,230000.0,2000.0,182.0,78.0,41,64,39,51,47.0,69,68,68,48.0,67.0,61,45,43,40,58.0,60,65,52,65,51.0,38,21,53.0,53.0,48.0,46.0,18,21,16.0,14,6,12,8,5,1,2.0,2.0,1.0,8,1,1
237524,27,69,70,1600000.0,14000.0,191.0,80.0,49,67,69,65,59.0,62,63,55,66.0,63.0,65,45,39,56,72.0,76,75,69,90,58.0,67,25,69.0,69.0,69.0,64.0,31,26,24.0,11,9,14,8,14,1,3.0,3.0,1.0,7,1,1
237539,24,67,69,1300000.0,8000.0,171.0,65.0,64,62,50,65,62.0,79,79,82,62.0,82.0,68,67,64,58,67.0,67,51,55,47,60.0,34,30,67.0,59.0,63.0,67.0,22,38,35.0,10,6,7,9,7,1,3.0,3.0,1.0,8,1,1
237554,26,70,75,2100000.0,9000.0,186.0,85.0,22,24,71,67,30.0,53,66,50,69.0,61.0,62,44,32,67,64.0,47,46,80,74,36.0,76,70,38.0,54.0,35.0,70.0,70,70,70.0,8,10,15,13,13,1,2.0,2.0,1.0,8,2,1
237556,28,72,72,2000000.0,38000.0,191.0,91.0,27,19,72,58,30.0,63,70,54,63.0,42.0,42,31,20,54,53.0,68,70,70,93,45.0,82,75,21.0,51.0,24.0,70.0,66,75,65.0,12,11,5,7,11,1,2.0,2.0,1.0,8,2,1
237563,24,68,73,1800000.0,3000.0,189.0,75.0,28,69,72,46,62.0,83,88,70,52.0,57.0,68,53,48,33,68.0,72,80,83,85,70.0,79,16,58.0,51.0,53.0,55.0,24,23,19.0,12,9,10,8,9,1,3.0,3.0,1.0,7,1,0
237575,22,65,76,1400000.0,2000.0,193.0,91.0,12,6,12,22,7.0,17,17,33,51.0,43.0,6,13,10,27,10.0,44,66,27,49,5.0,28,14,6.0,36.0,15.0,37.0,14,12,13.0,68,65,59,64,69,1,3.0,1.0,1.0,8,3,1
237662,24,68,71,1500000.0,3000.0,177.0,70.0,75,59,62,69,49.0,72,73,69,63.0,68.0,63,70,58,69,67.0,69,73,87,65,60.0,62,55,70.0,72.0,66.0,67.0,60,61,59.0,6,6,10,8,7,1,2.0,3.0,1.0,8,2,1
237669,23,72,80,5000000.0,31000.0,182.0,80.0,67,69,48,72,61.0,73,78,73,64.0,60.0,75,72,53,59,78.0,65,59,72,70,70.0,45,32,69.0,66.0,58.0,68.0,33,38,31.0,5,6,8,10,13,1,3.0,3.0,1.0,8,1,1
237683,24,64,69,875000.0,3000.0,178.0,70.0,56,55,30,58,47.0,84,79,76,59.0,78.0,66,51,55,53,64.0,56,55,53,41,56.0,43,26,62.0,59.0,52.0,62.0,31,21,19.0,6,13,7,10,8,1,4.0,3.0,1.0,2,1,0
237688,24,64,68,750000.0,2000.0,190.0,75.0,30,29,60,39,28.0,69,67,61,51.0,59.0,35,33,34,32,55.0,49,79,66,75,36.0,54,65,25.0,36.0,44.0,50.0,66,70,66.0,13,5,14,7,8,1,2.0,2.0,1.0,5,2,1
237697,20,63,76,700000.0,800.0,173.0,62.0,53,53,55,67,49.0,70,70,76,61.0,78.0,65,63,51,65,66.0,65,60,55,58,46.0,49,38,52.0,59.0,63.0,63.0,38,49,48.0,14,7,7,13,7,0,4.0,3.0,1.0,2,0,0
237698,21,59,67,500000.0,1000.0,178.0,72.0,56,54,54,61,44.0,70,67,62,55.0,66.0,60,61,66,59,59.0,60,54,53,59,57.0,50,42,58.0,59.0,56.0,57.0,22,35,40.0,7,11,12,7,14,0,2.0,3.0,1.0,7,0,0
237702,24,66,70,1100000.0,8000.0,185.0,72.0,58,42,62,60,41.0,77,75,67,64.0,58.0,65,52,47,52,63.0,51,74,66,65,30.0,62,61,54.0,42.0,44.0,53.0,64,65,64.0,9,9,12,14,9,1,3.0,2.0,1.0,2,2,0
237757,23,64,71,1100000.0,1000.0,191.0,81.0,60,34,56,67,38.0,48,68,69,55.0,34.0,66,35,29,64,70.0,41,65,79,81,36.0,68,60,34.0,41.0,42.0,47.0,60,66,64.0,15,15,8,13,14,1,3.0,2.0,1.0,6,2,0
237841,26,73,75,3500000.0,17000.0,184.0,75.0,65,56,70,69,38.0,81,84,73,68.0,68.0,67,63,48,66,69.0,68,84,76,72,51.0,76,71,67.0,68.0,62.0,71.0,61,72,71.0,5,15,12,11,14,1,3.0,3.0,1.0,0,2,1
237860,23,64,69,875000.0,2000.0,175.0,75.0,55,58,42,59,51.0,86,83,85,56.0,82.0,66,66,65,55,64.0,72,46,61,60,68.0,58,47,58.0,62.0,60.0,56.0,49,52,44.0,15,8,7,13,6,0,3.0,3.0,1.0,0,0,1
237867,25,63,65,550000.0,2000.0,183.0,73.0,49,35,59,62,31.0,63,63,57,61.0,65.0,57,36,41,62,61.0,49,61,69,65,42.0,61,61,48.0,61.0,40.0,59.0,63,61,59.0,10,13,7,6,11,1,3.0,2.0,1.0,8,0,0
237936,24,70,75,2400000.0,8000.0,178.0,78.0,60,66,58,63,47.0,83,82,80,61.0,82.0,73,69,59,54,74.0,67,74,71,70,63.0,63,37,66.0,65.0,58.0,61.0,35,37,32.0,8,14,12,6,9,0,3.0,4.0,1.0,1,0,1
238009,24,64,69,825000.0,2000.0,179.0,75.0,62,55,49,65,52.0,77,78,75,58.0,73.0,66,59,40,57,67.0,65,74,69,64,52.0,55,55,65.0,60.0,47.0,61.0,56,63,56.0,9,10,12,7,10,0,3.0,3.0,1.0,2,2,0
238058,24,73,80,6000000.0,17000.0,173.0,65.0,62,59,51,73,55.0,84,79,83,73.0,87.0,78,63,52,71,73.0,54,81,90,47,56.0,79,64,74.0,72.0,58.0,69.0,64,67,61.0,11,7,11,14,15,1,3.0,3.0,1.0,0,0,0
238091,23,65,72,1400000.0,1000.0,182.0,75.0,64,43,55,64,39.0,72,69,65,60.0,70.0,57,62,61,57,61.0,61,67,75,61,58.0,58,59,54.0,56.0,47.0,55.0,58,63,62.0,9,10,12,7,7,1,4.0,3.0,1.0,2,2,0
238114,22,66,75,1800000.0,3000.0,179.0,69.0,59,39,65,57,39.0,80,84,76,58.0,70.0,60,44,44,55,64.0,59,73,63,71,48.0,77,67,45.0,52.0,47.0,56.0,62,65,66.0,6,13,12,6,8,0,3.0,2.0,1.0,0,2,0
238126,27,74,75,4800000.0,12000.0,179.0,70.0,54,71,43,78,43.0,66,61,71,70.0,77.0,79,50,50,76,77.0,51,43,57,56,69.0,48,71,69.0,73.0,51.0,69.0,53,74,58.0,12,8,9,11,13,0,3.0,3.0,1.0,8,0,0
235782,26,69,72,1800000.0,7000.0,188.0,80.0,63,46,72,68,45.0,66,66,60,74.0,46.0,71,63,62,73,73.0,65,80,78,75,58.0,73,71,58.0,66.0,46.0,71.0,69,68,64.0,9,12,12,12,7,0,3.0,2.0,1.0,8,0,0
235807,22,65,73,1600000.0,3000.0,183.0,72.0,61,53,56,67,55.0,67,68,69,63.0,72.0,60,62,60,68,64.0,62,55,82,70,60.0,59,65,58.0,64.0,63.0,64.0,61,61,61.0,7,11,11,14,9,1,3.0,2.0,1.0,8,0,1
235817,24,69,76,2700000.0,2000.0,176.0,73.0,63,55,36,58,25.0,80,86,74,60.0,73.0,67,48,59,59,69.0,61,70,84,47,65.0,53,70,45.0,30.0,55.0,57.0,71,65,61.0,12,13,11,13,13,1,3.0,3.0,1.0,8,2,1
235863,24,68,75,2200000.0,13000.0,186.0,82.0,41,33,68,65,35.0,59,69,49,58.0,55.0,53,32,30,53,63.0,51,76,61,80,33.0,61,66,33.0,50.0,52.0,64.0,67,68,67.0,12,14,5,15,11,1,5.0,2.0,1.0,6,2,1
235885,25,65,69,900000.0,2000.0,165.0,60.0,47,39,51,67,43.0,76,74,72,62.0,92.0,61,46,42,62,65.0,55,68,74,62,43.0,63,62,54.0,66.0,51.0,65.0,59,65,61.0,6,11,6,6,14,1,3.0,2.0,1.0,6,0,1
235927,27,67,67,1100000.0,6000.0,173.0,71.0,57,62,59,70,57.0,90,90,87,65.0,88.0,71,59,56,68,70.0,70,70,64,67,58.0,43,19,62.0,69.0,67.0,75.0,22,21,16.0,15,10,14,13,5,1,4.0,4.0,1.0,1,1,0
235935,23,72,78,3700000.0,49000.0,178.0,70.0,70,74,47,70,62.0,66,72,60,68.0,52.0,72,68,70,64,73.0,75,49,74,52,68.0,39,18,77.0,75.0,67.0,53.0,29,31,30.0,10,12,10,14,7,1,2.0,3.0,1.0,8,0,0
235994,22,59,65,350000.0,1000.0,180.0,68.0,57,35,42,54,35.0,70,68,63,54.0,74.0,57,49,51,52,54.0,42,61,51,58,36.0,56,54,48.0,47.0,47.0,55.0,56,57,59.0,12,10,15,11,12,0,3.0,2.0,1.0,8,2,0
236004,21,60,69,240000.0,2000.0,172.0,60.0,51,52,33,65,42.0,62,62,67,54.0,69.0,70,56,52,63,67.0,51,68,46,50,53.0,45,45,49.0,53.0,48.0,50.0,52,53,50.0,14,6,6,7,14,0,3.0,3.0,1.0,8,0,1
236043,24,65,68,975000.0,3000.0,178.0,73.0,53,55,56,67,50.0,68,65,78,64.0,69.0,64,48,61,66,66.0,61,76,73,64,59.0,67,62,62.0,65.0,50.0,59.0,63,68,63.0,9,12,10,7,12,1,3.0,3.0,1.0,8,0,1
236113,30,70,70,1400000.0,17000.0,171.0,65.0,64,33,50,62,36.0,84,78,85,66.0,87.0,68,53,43,56,64.0,54,74,77,44,34.0,62,72,41.0,50.0,42.0,62.0,65,70,66.0,12,13,9,11,16,1,3.0,3.0,1.0,8,2,1
236209,23,64,68,775000.0,3000.0,177.0,71.0,62,29,54,56,30.0,81,84,74,56.0,77.0,62,43,31,41,61.0,52,56,72,57,37.0,50,57,59.0,50.0,42.0,57.0,57,58,58.0,11,7,6,7,10,0,3.0,2.0,1.0,2,2,0
